iter	Logloss
0	0.6440359736
1	0.6093044558
2	0.5708864303
3	0.5359782648
4	0.5029812844
5	0.4775526615
6	0.4529757443
7	0.4269444096
8	0.4095195817
9	0.3872017171
10	0.36813394
11	0.3493853613
12	0.3292656276
13	0.3118011689
14	0.2943462453
15	0.2853015245
16	0.272708168
17	0.2588063205
18	0.2460992294
19	0.2358970469
20	0.2266274138
21	0.2177276844
22	0.2082385293
23	0.1989270464
24	0.1910525347
25	0.1836252061
26	0.176954209
27	0.1708635997
28	0.1662188505
29	0.1609192895
30	0.1564856519
31	0.1510185869
32	0.1459880738
33	0.1418645035
34	0.1379665622
35	0.1347689214
36	0.1313572131
37	0.1280577586
38	0.124963297
39	0.1223726258
40	0.1197869326
41	0.1176818386
42	0.1150870966
43	0.1133190285
44	0.1109161892
45	0.1093018832
46	0.1074154835
47	0.1055431822
48	0.103516589
49	0.1015653609
50	0.1000531653
51	0.09802044892
52	0.09672594925
53	0.09564559043
54	0.09400817053
55	0.09282618709
56	0.09156523298
57	0.09041516501
58	0.08930515806
59	0.08817844122
60	0.08699527992
61	0.08600766351
62	0.08491781258
63	0.08375692153
64	0.08265468975
65	0.08164571783
66	0.08096465726
67	0.08001600412
68	0.07913896121
69	0.07830055251
70	0.07767205329
71	0.07677129145
72	0.07595736161
73	0.07507535792
74	0.07430479186
75	0.07346947085
76	0.07265286093
77	0.07195145097
78	0.07134758886
79	0.07072361452
80	0.07004445468
81	0.06954530049
82	0.06886289469
83	0.06821631288
84	0.06757492375
85	0.0670888765
86	0.06656665123
87	0.06609717366
88	0.06570433478
89	0.06522885623
90	0.06472681198
91	0.06426037681
92	0.06381222767
93	0.06349833013
94	0.06304626795
95	0.06252577648
96	0.0619897951
97	0.06166884316
98	0.06124029927
99	0.06088840196
100	0.06042270487
101	0.05999555951
102	0.0595847943
103	0.05906820861
104	0.05863536036
105	0.05818713432
106	0.05782242431
107	0.05752775511
108	0.05706112102
109	0.05669382232
110	0.05640824017
111	0.05604947302
112	0.05571817399
113	0.05543854758
114	0.05507525636
115	0.05471238648
116	0.05442257261
117	0.05405332213
118	0.05379899968
119	0.05346461391
120	0.05329172978
121	0.05302519839
122	0.05276655275
123	0.05247582884
124	0.0521804679
125	0.0519269241
126	0.05166055258
127	0.05132037328
128	0.05113749104
129	0.05089018557
130	0.05071912353
131	0.05040694379
132	0.05014960912
133	0.04980565014
134	0.04964099198
135	0.04947254161
136	0.04921299556
137	0.04898972055
138	0.04876628209
139	0.04849071869
140	0.04824092216
141	0.04801397577
142	0.0477403733
143	0.04744128272
144	0.04721885284
145	0.04700298103
146	0.04671433703
147	0.04647485653
148	0.04619323346
149	0.04603989444
150	0.04588673653
151	0.04565765491
152	0.04547989761
153	0.04531802861
154	0.04525241448
155	0.04500972905
156	0.04491233102
157	0.04464878272
158	0.04451893294
159	0.0444334516
160	0.04428884406
161	0.04412417659
162	0.04392149885
163	0.04374190376
164	0.04352112099
165	0.04334289129
166	0.04315084947
167	0.04297064043
168	0.04282317733
169	0.04265294837
170	0.04241570296
171	0.04227327625
172	0.04215189947
173	0.04200871532
174	0.04174751183
175	0.04159287401
176	0.04137508748
177	0.04119220117
178	0.04105165857
179	0.04101999606
180	0.04078823066
181	0.04068999615
182	0.04052540384
183	0.04036265382
184	0.0402053407
185	0.04001420459
186	0.039841841
187	0.03970695262
188	0.03959925061
189	0.03943044115
190	0.03933086531
191	0.03921441242
192	0.03904413461
193	0.03891437819
194	0.03882438851
195	0.03872583539
196	0.03853035664
197	0.03840163725
198	0.03832382286
199	0.03821848589
200	0.03806928647
201	0.03795091233
202	0.03779703439
203	0.03765925264
204	0.03755577723
205	0.03742204611
206	0.03722628855
207	0.03708773117
208	0.03696933694
209	0.03687853083
210	0.03677993986
211	0.03662437016
212	0.03655237322
213	0.03637420053
214	0.03623324291
215	0.03613549339
216	0.03603235333
217	0.03585253436
218	0.03572925531
219	0.03561102179
220	0.03555051553
221	0.0353587696
222	0.03534304105
223	0.03523774787
224	0.03512699006
225	0.03495636471
226	0.03483291303
227	0.0347729087
228	0.0346197725
229	0.03442811846
230	0.03430697741
231	0.03423075441
232	0.03409342997
233	0.03392717636
234	0.03373734888
235	0.03361336478
236	0.03349871816
237	0.033356035
238	0.03327717351
239	0.03318313342
240	0.03311128387
241	0.0329793731
242	0.03281969393
243	0.03270216468
244	0.03256002917
245	0.03238598712
246	0.0322587159
247	0.03215716729
248	0.03201495746
249	0.03194085408
250	0.03184418678
251	0.03176534559
252	0.03160822301
253	0.03150338939
254	0.03138302506
255	0.0312432453
256	0.03107881492
257	0.03098713039
258	0.03087266418
259	0.03071649588
260	0.03061766742
261	0.03049440261
262	0.03036706512
263	0.03028921043
264	0.03019149125
265	0.03005573572
266	0.02998391613
267	0.02987358953
268	0.02978889821
269	0.02967911336
270	0.029645313
271	0.02956363017
272	0.02947125975
273	0.02934461933
274	0.02924785703
275	0.02918317426
276	0.02906963511
277	0.02891693169
278	0.02876467876
279	0.02864643592
280	0.02856798392
281	0.0285084344
282	0.02841868814
283	0.02832879858
284	0.02822656401
285	0.02817084425
286	0.02812804942
287	0.02806020143
288	0.02798410275
289	0.02788133649
290	0.02777460642
291	0.02766970563
292	0.02761725812
293	0.0275102393
294	0.02746375416
295	0.02743483768
296	0.02734267563
297	0.02718646344
298	0.02710196293
299	0.02700382468
300	0.02692990273
301	0.02682094746
302	0.02674199648
303	0.02662956333
304	0.02651586391
305	0.02642707262
306	0.02636046235
307	0.02631058811
308	0.02624674055
309	0.0261768685
310	0.02615018289
311	0.0260917148
312	0.02599869032
313	0.02598234088
314	0.02591562337
315	0.02587334315
316	0.02585429117
317	0.02576708954
318	0.02565709553
319	0.02556072378
320	0.02548549006
321	0.02547235103
322	0.02541481111
323	0.02538557663
324	0.02530052265
325	0.02522032145
326	0.02514171128
327	0.02511778667
328	0.02502969283
329	0.02494899815
330	0.0248547923
331	0.02473874189
332	0.02466594627
333	0.02459794042
334	0.02451102801
335	0.02442366352
336	0.02438191327
337	0.024293732
338	0.02421429306
339	0.02414553715
340	0.02401332446
341	0.02396549668
342	0.02390871441
343	0.02382751718
344	0.02375153271
345	0.02369200682
346	0.02364348513
347	0.02357480662
348	0.02345906138
349	0.02341619691
350	0.02334404322
351	0.02327415382
352	0.02320245393
353	0.02314596226
354	0.02308133449
355	0.02304528933
356	0.02298377933
357	0.02294870582
358	0.02289814961
359	0.02282218203
360	0.0227216068
361	0.02261994148
362	0.02253678342
363	0.02244674942
364	0.02239045652
365	0.02237047001
366	0.02229712751
367	0.0222274807
368	0.02219849089
369	0.02209234971
370	0.02201283305
371	0.0219964666
372	0.02194272296
373	0.02185804243
374	0.021791383
375	0.02170452822
376	0.02159813044
377	0.02154177955
378	0.0214886589
379	0.02139916101
380	0.02135158624
381	0.02125939471
